ID;Location;Price;Property Type;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Elevator;Energy Performance Certificate
1513.0;Arcozelo, Braga;185.000;Apartment;3;2;120;120;Not available;Not available;Not available;Not available
1514.0;Alhos Vedros, Setúbal;190.000;Apartment;3;2;90;98;2;2;Not available;Not available
1515.0;Real Clube Massamá, Sintra;275.000;Apartment;3;2;96;109;1;Not available;Not available;Not available
1516.0;Carcavelos e Parede, Lisboa;590.000;Apartment;3;2;98;108;1;2;Not available;Not available
1517.0;Bx. Banheira / Seg. Social, Moita;285.000;Apartment;3;2;117;138;1;1;Not available;Not available
1518.0;Belém, Lisboa;1.280.000;Apartments;2-4;3-4;115-180;124-238;2-4;2-4;Elevator;Not available
1519.0;Pombal, Leiria;179.000;Apartment;2;2;89;98;1;1;Elevator;Not available
1520.0;Pombal, Leiria;140.000;Apartment;1;1;65;72;1;1;Elevator;Not available
1521.0;Pombal, Leiria;140.000;Apartment;1;1;65;72;1;2;Elevator;Not available
1522.0;Pombal, Leiria;122.000;Apartment;1;1;49;54;Not available;Not available;Not available;Not available
1523.0;Pombal, Leiria;179.000;Apartment;2;2;89;98;1;2;Elevator;Not available
1524.0;Pombal, Leiria;140.000;Apartment;1;1;65;72;1;3;Elevator;Not available
1525.0;Pombal, Leiria;179.000;Apartment;2;2;89;98;1;3;Elevator;Not available
1526.0;Seia, São Romão e Lapa dos Dinheiros, Guarda;119.000;Apartment;4;4;148;146;Not available;Not available;Not available;Not available
1527.0;Senhora da Hora, Matosinhos;630.000;Apartment;3;2;128;152;Not available;Not available;Not available;Not available
1528.0;Pataias e Martingança, Leiria;129.900;Apartment;2;1;80;96;2;2;Not available;Not available
1529.0;Santiago e São Simão de Litém e Albergaria dos Doze, Leiria;139.000;Apartment;3;2;120;160;2;0;Not available;Not available
1530.0;Canidelo, Porto;Under Consultation;Apartment;2;1;74;130;Not available;Not available;Not available;Not available
1531.0;Mafamude e Vilar do Paraíso, Porto;220.000;Apartment;2;2;86;108;1;7;Elevator;Energy Performance Certificate
1532.0;Santa Clara e Castelo Viegas, Coimbra;187.500;Apartment;3;2;90;108;2;Not available;Not available;Not available
1533.0;Serpins, Coimbra;102.500;Duplex;4;2;140;204;1;2;Not available;Not available
1534.0;Azurara, Porto;210.000;Apartment;1;2;56;56;1;3;Not available;Not available
1535.0;Azurara, Porto;257.500;Apartment;2;2;93;93;2;2;Not available;Not available
1536.0;Azurara, Porto;257.500;Apartment;2;2;93;93;2;2;Not available;Not available
1537.0;Parque das Nações - Expo Sul, Lisboa;620.000;Apartment;2;2;137;137;2;7;Elevator;Energy Performance Certificate
1538.0;Azurara, Porto;262.000;Apartment;2;2;93;93;2;2;Not available;Not available
1539.0;Falagueira, Amadora;249.900;Apartment;3;1;91;91;Not available;Not available;Not available;Not available
1540.0;Azurara, Porto;260.000;Apartment;2;2;94;94;2;2;Not available;Not available
1541.0;Azurara, Porto;350.000;Apartment;2;1;88;88;2;2;Not available;Not available
1542.0;Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;375.000;Apartments;2-3;2-3;86-276;98-276;1;5;Elevator;Not available
1543.0;Azurara, Porto;410.000;Apartment;2;2;123;123;2;2;Not available;Not available
1544.0;Azurara, Porto;300.000;Apartment;2;1;70;70;2;2;Not available;Not available
1545.0;Alto do Seixalinho, Santo André e Verderena, Setúbal;129.000;Apartment;1;1;80;86;Not available;Not available;Not available;Not available
1546.0;Azurara, Porto;272.000;Apartment;2;2;93;93;2;1;Not available;Not available
1547.0;Fânzeres - Regadas, Gondomar;213.500;Apartment;2;2;90;120;1;4;Elevator;Energy Performance Certificate
1548.0;Azurara, Porto;360.000;Apartment;2;2;116;116;2;1;Not available;Not available
1549.0;Tarouca e Dálvares, Viseu;105.000;Apartment;3;1;80;89;Not available;Not available;Not available;Not available
1550.0;Azurara, Porto;297.000;Apartment;2;2;105;105;2;1;Not available;Not available
1551.0;Vila do Conde, Porto;274.900;Apartment;2;2;77;97;1;4;Elevator;Energy Performance Certificate
1552.0;Azurara, Porto;280.000;Apartment;2;2;97;97;2;1;Not available;Not available
1553.0;Hospital S. João, Porto;215.000;Apartment;1;1;46;46;1;0;Elevator;Energy Performance Certificate
1554.0;Azurara, Porto;325.000;Apartment;2;2;101;101;2;Not available;Not available;Not available
1555.0;Azurara, Porto;319.000;Apartment;2;2;105;105;2;Not available;Not available;Not available
1556.0;Colmeias e Memória, Leiria;195.000;Apartment;3;2;150;162;2;2;Not available;Not available
1557.0;Mateus, Vila Real;185.000;Apartment;3;2;108;134;1;Not available;Not available;Not available
1558.0;Quarteira, Loulé;329.000;Apartment;2;1;60;80;Not available;Not available;Not available;Not available
1559.0;São Gonçalo de Lagos, Faro;380.000;Duplex;3;3;150;170;Not available;Not available;Not available;Not available
1560.0;Albufeira e Olhos de Água, Faro;1.280.000;Apartment;2;3;177;263;1;0;Elevator;Energy Performance Certificate
1561.0;Albufeira e Olhos de Água, Faro;905.000;Apartment;3;2;135;174;1;1;Elevator;Energy Performance Certificate
1562.0;A5 - Eirado, Vila Nova de Gaia;185.000;Apartment;2;2;100;102;1;1;Not available;Not available
1563.0;Caniço, Ilha da Madeira;209.000;Apartment;2;2;96;121;1;1;Not available;Not available
1564.0;Albufeira e Olhos de Água, Faro;400.000;Apartment;1;1;70;95;1;2;Elevator;Energy Performance Certificate
1565.0;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;195.000;Apartment;1;2;115;127;Not available;Not available;Not available;Not available
1566.0;Ermesinde, Valongo;109.000;Apartment;1;1;52;57;Not available;Not available;Not available;Not available
1567.0;Albufeira e Olhos de Água, Faro;450.000;Apartment;1;1;59;84;1;2;Elevator;Energy Performance Certificate
1568.0;Santa Marta do Pinhal, Seixal;223.000;Apartment;3;2;106;106;Not available;Not available;Not available;Not available
1569.0;Santo António, Ilha da Madeira;300.000;Apartment;1;1;57;57;1;4;Not available;Not available
1570.0;Santo António, Ilha da Madeira;475.000;Apartment;2;2;100;119;1;4;Not available;Not available
1571.0;Santo António, Ilha da Madeira;500.000;Apartment;2;2;100;125;1;4;Not available;Not available
1572.0;Santo António, Ilha da Madeira;290.000;Apartment;1;1;67;67;1;3;Not available;Not available
1573.0;Câmara de Lobos, Ilha da Madeira;120.000;Apartment;1;1;46;46;Not available;Not available;Not available;Not available
1574.0;Santo António, Ilha da Madeira;450.000;Apartment;2;2;100;109;1;3;Not available;Not available
1575.0;Santo António, Ilha da Madeira;400.000;Apartment;2;2;100;100;1;3;Not available;Not available
1576.0;Santo António, Ilha da Madeira;400.000;Apartment;2;2;100;100;1;3;Not available;Not available
1577.0;Santo António, Ilha da Madeira;450.000;Apartment;2;2;100;119;1;3;Not available;Not available
1578.0;Santo António, Ilha da Madeira;320.000;Apartment;1;1;57;57;1;3;Not available;Not available
1579.0;Santo António, Ilha da Madeira;280.000;Apartment;1;1;67;67;1;2;Not available;Not available
1580.0;Santo António, Ilha da Madeira;425.000;Apartment;2;2;100;109;1;2;Not available;Not available
1581.0;Santo António, Ilha da Madeira;390.000;Apartment;2;2;100;100;1;2;Not available;Not available
1582.0;Santo António, Ilha da Madeira;390.000;Apartment;2;2;100;100;1;2;Not available;Not available
1583.0;Santo António, Ilha da Madeira;425.000;Apartment;2;2;100;109;1;2;Not available;Not available
1584.0;Santo António, Ilha da Madeira;400.000;Apartment;2;2;100;109;1;1;Not available;Not available
1585.0;Santo António, Ilha da Madeira;400.000;Apartment;2;2;100;109;1;1;Not available;Not available
1586.0;Santo António, Ilha da Madeira;380.000;Apartment;2;2;100;104;1;0;Not available;Not available
1587.0;Santo António, Ilha da Madeira;390.000;Apartment;2;2;100;141;1;0;Not available;Not available
1588.0;Santo António, Ilha da Madeira;320.000;Apartment;1;1;100;105;1;0;Not available;Not available
1589.0;Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;305.000;Apartment;3;2;131;131;Not available;Not available;Not available;Not available
1590.0;Nogueira da Regedoura, Aveiro;120.000;Apartment;2;1;90;90;Not available;Not available;Not available;Not available
1591.0;Santo António Cavaleiros, Loures;220.000;Apartment;2;1;53;65;Not available;Not available;Not available;Not available
1592.0;Faro (Sé e São Pedro), Faro;160.000;Apartment;1;1;45;45;Not available;Not available;Not available;Not available
1593.0;Monte Estoril, Cascais;1.070.000;Apartment;2;2;120;130;Not available;Not available;Not available;Not available
1594.0;Vila Nova de Famalicão e Calendário, Braga;175.000;Apartment;3;2;112;112;1;1;Not available;Not available
1595.0;Portimão, Faro;455.000;Apartment;2;2;95;140;2;4;Elevator;Energy Performance Certificate
1596.0;Portimão, Faro;257.500;Apartment;2;2;73;86;Not available;Not available;Not available;Not available
1597.0;São Mamede de Infesta e Senhora da Hora, Porto;290.000;Apartment;3;2;120;142;1;5;Elevator;Energy Performance Certificate
1598.0;ERA Palmela Azeitao, Almada;229.000;Apartment;2;1;66;61;Not available;Not available;Not available;Not available
1599.0;Ramada e Caneças, Lisboa;279.000;Apartment;3;2;95;100;0;1;Not available;Not available
1600.0;Marisol, Almada;245.000;Apartment;2;1;66;75;Not available;Not available;Not available;Not available
1601.0;Oliveira do Douro, Porto;Under Consultation;Apartment;4;2;120;144;1;2;Not available;Not available
1602.0;Pinheiro Manso, Porto;595.000;Apartment;2;2;114;195;1;4;Elevator;Energy Performance Certificate
1603.0;Madalena, Porto;370.000;Duplex;3;3;111;145;1;0;Not available;Not available
1604.0;Tavira (Santa Maria e Santiago), Faro;360.000;Apartment;1;1;87;101;1;1;Elevator;Energy Performance Certificate
1605.0;Ponta Delgada (São Sebastião), Ilha de São Miguel;Under Consultation;Apartment;1;1;71;71;1;3;Elevator;Not available
1606.0;Tavira (Santa Maria e Santiago), Faro;340.000;Apartment;1;1;76;110;1;0;Elevator;Energy Performance Certificate
1607.0;Rabo de Peixe, Ilha de São Miguel;Under Consultation;Apartment;3;2;100;100;Not available;Not available;Not available;Not available
1608.0;Vila Real de Santo António, Faro;225.000;Apartments;1;1;71;95;1;Not available;Not available;Not available
1609.0;Vila Nova de Cacela, Faro;149.000;Apartment;2;1;75;84;Not available;Not available;Not available;Not available
1610.0;Paredes, Porto;235.000;Duplex;2;3;118;118;1;1;Elevator;Energy Performance Certificate
1611.0;Peniche, Peniche;260.000;Apartment;2;1;83;129;1;2;Elevator;Energy Performance Certificate
1612.0;Marvila, Lisboa;243.000;Apartment;3;2;90;90;Not available;Not available;Not available;Not available
1613.0;Real, Dume e Semelhe, Braga;142.000;Apartment;2;1;78;78;1;2;Elevator;Energy Performance Certificate
1614.0;Centro de Carnaxide, Oeiras;Under Consultation;Apartment;3;2;89;89;Not available;Not available;Not available;Not available
1615.0;Montijo e Afonsoeiro, Setúbal;145.000;Apartment;2;1;56;67;Not available;Not available;Not available;Not available
1616.0;Atouguia da Baleia, Leiria;190.000;Apartment;3;2;115;115;2;Not available;Not available;Not available
1617.0;Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;183.000;Apartment;1;1;55;65;1;2;Elevator;Not available
1618.0;Aguada de Baixo, Águeda;155.000;Duplex;2;2;95;95;Not available;Not available;Not available;Not available
1619.0;Paredes, Porto;151.000;Apartment;2;1;87;34;2;2;Not available;Not available
1620.0;Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real;178.000;Apartment;1;1;55;62;1;2;Elevator;Not available
1621.0;Castêlo da Maia, Porto;199.900;Apartment;2;2;82;94;1;3;Not available;Not available
1622.0;Ponte de Lima, Ponte de Lima;267.000;Apartment;2;2;105;105;1;2;Not available;Not available
1623.0;Lordelo, Porto;155.000;Apartment;2;2;95;105;1;5;Elevator;Energy Performance Certificate
1624.0;Lordelo, Porto;155.000;Apartment;2;2;76;84;1;2;Elevator;Energy Performance Certificate
1625.0;Laranjeiro e Feijó, Setúbal;319.000;Apartment;4;2;101;120;Not available;Not available;Not available;Not available
1626.0;Ermesinde, Valongo;245.000;Apartment;3;3;119;142;1;4;Elevator;Energy Performance Certificate
1627.0;Monte Abraão, Sintra;285.000;Apartment;4;2;92;101;Not available;Not available;Not available;Not available
1628.0;Forte da Casa, Vila Franca de Xira;149.500;Apartment;1;1;72;75;Not available;Not available;Not available;Not available
1629.0;Ermesinde, Porto;275.000;Apartment;2;3;110;130;1;8;Not available;Not available
1630.0;Arca d´ Água, Porto;Under Consultation;Apartment;1;1;Not available;Not available;Not available;Not available;Not available;Not available
1631.0;Benfica, Lisboa;360.000;Apartment;3;2;91;109;Not available;Not available;Not available;Not available
1632.0;Baguim do Monte - Vale Ferreiros, Gondomar;190.000;Apartment;2;2;92;112;Not available;Not available;Not available;Not available
1633.0;Nazaré, Leiria;295.000;Apartment;2;2;79;79;Not available;Not available;Not available;Not available
1634.0;Campolide, Lisboa;249.000;Apartment;1;1;44;44;Not available;Not available;Not available;Not available
1635.0;Solum, Coimbra;199.000;Apartment;2;1;55;60;0;3;Elevator;Energy Performance Certificate
1636.0;Garajau, Santa Cruz;210.000;Apartment;1;1;74;97;1;5;Not available;Not available
1637.0;Arcozelo, Braga;162.000;Apartment;2;2;105;105;Not available;Not available;Not available;Not available
1638.0;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;298.000;Apartment;2;1;76;76;Not available;Not available;Not available;Not available
1639.0;Pedroso e Seixezelo, Porto;267.000;Apartment;3;2;114;190;1;5;Elevator;Energy Performance Certificate
1640.0;Santa Marinha e São Pedro da Afurada, Porto;379.920;Apartments;0-3;2;42-110;83-125;1-2;1-10;Not available;Not available
1641.0;Marco, Marco de Canaveses;135.000;Apartment;2;1;69;9;Not available;Not available;Not available;Not available
1642.0;Lapa, Lisboa, Lisboa;Under Consultation;Apartment;4;2;110;110;Not available;Not available;Not available;Not available
1643.0;Parque das Nações - Expo Sul, Lisboa;850.000;Apartment;2;2;104;104;1;4;Elevator;Energy Performance Certificate
1644.0;Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego, Guarda;125.000;Apartment;3;2;86;109;Not available;Not available;Not available;Not available
1645.0;Matosinhos, Matosinhos;160.000;Apartment;3;2;176;222;0;0;Not available;Not available
1646.0;Águas Livres, Lisboa;227.900;Apartment;3;2;72;82;Not available;Not available;Not available;Not available
1647.0;São Gonçalo de Lagos, Faro;220.000;Apartment;2;2;91;100;Not available;Not available;Not available;Not available
1648.0;Parque das Nações - Expo Sul, Lisboa;Under Consultation;Apartment;2;2;125;125;1;1;Elevator;Energy Performance Certificate
1649.0;Albufeira e Olhos de Água, Faro;385.000;Apartment;2;2;108;149;2;3;Not available;Not available
1650.0;Marvila, Lisboa;270.000;Apartment;2;1;68;68;Not available;Not available;Not available;Not available
1651.0;Barreiro / Fórum Barreiro, Barreiro;197.000;Apartment;3;1;104;110;Not available;Not available;Not available;Not available
1652.0;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;387.000;Duplex;2;2;83;105;0;2;Not available;Not available
1653.0;Santa Marinha e São Pedro da Afurada, Porto;239.000;Apartment;3;2;108;135;1;1;Elevator;Energy Performance Certificate
1654.0;Fânzeres e São Pedro da Cova, Porto;167.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1655.0;Centro, Guarda;Under Consultation;Apartment;3;2;74;83;Not available;Not available;Not available;Not available
1656.0;Falagueira, Amadora;180.000;Apartment;2;1;75;82;Not available;Not available;Not available;Not available
1657.0;Moita, Setúbal;142.000;Apartment;2;1;80;85;Not available;Not available;Not available;Not available
1658.0;Armação de Pêra, Silves;215.000;Apartment;0;1;45;60;Not available;Not available;Not available;Not available
1659.0;Nazaré, Leiria;240.000;Apartment;1;1;66;66;Not available;Not available;Not available;Not available
1660.0;Laranjeiras Metro, Lisboa;599.000;Apartment;3;2;140;140;2;3;Elevator;Energy Performance Certificate
1661.0;Nazaré, Leiria;220.000;Apartment;1;1;66;66;Not available;Not available;Not available;Not available
1662.0;Fonte Nova, Lisboa;215.000;Apartment;1;1;27;29;Not available;Not available;Not available;Not available
1663.0;Vilar de Andorinho, Porto;150.000;Apartment;2;1;92;101;Not available;Not available;Not available;Not available
1664.0;S. Dinis, Porto;125.000;Apartment;0;1;35;35;0;4;Elevator;Energy Performance Certificate
1665.0;Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém;103.000;Apartment;2;1;89;89;Not available;Not available;Not available;Not available
1666.0;Feijó, Almada;269.000;Apartment;3;2;100;110;Not available;Not available;Not available;Not available
1667.0;Portimão, Faro;275.000;Apartment;4;2;95;124;0;0;Not available;Not available
1668.0;Mafamude e Vilar do Paraíso, Porto;175.000;Apartment;0;1;40;60;1;3;Not available;Not available
1669.0;Santa Maria Maior, Viana do Castelo;225.000;Apartment;3;3;119;119;1;0;Elevator;Energy Performance Certificate
1670.0;Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;125.000;Apartment;3;2;108;108;1;2;Elevator;Energy Performance Certificate
1671.0;Oliveira do Douro, Porto;155.000;Apartment;2;1;66;85;0;2;Elevator;Energy Performance Certificate
1672.0;Arca d´ Água, Porto;170.000;Apartment;1;1;37;57;Not available;Not available;Not available;Not available
1673.0;Monte Gordo, Vila Real de Santo António;165.000;Apartment;1;1;36;40;1;Not available;Not available;Not available
1674.0;Praça de Touros, Santarém;175.000;Apartment;3;2;98;98;Not available;Not available;Not available;Not available
1675.0;Quarteira, Loulé;275.000;Apartment;2;1;73;90;1;1;Not available;Not available
1676.0;Portimão, Faro;299.000;Apartment;3;3;79;89;Not available;Not available;Not available;Not available
1677.0;Apúlia e Fão, Braga;310.000;Apartment;2;2;90;100;2;1;Elevator;Energy Performance Certificate
1678.0;Monte Abraão, Sintra;229.500;Apartment;2;1;64;70;Not available;Not available;Not available;Not available
1679.0;Loures, Loures;190.000;Apartment;2;1;84;85;Not available;Not available;Not available;Not available
1680.0;Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro;Under Consultation;Apartment;3;2;116;129;1;3;Elevator;Energy Performance Certificate
1681.0;Carcavelos, Cascais;420.000;Apartment;2;2;78;88;Not available;Not available;Not available;Not available
1682.0;Mina de Água, Lisboa;132.500;Apartment;2;1;86;86;Not available;Not available;Not available;Not available
1683.0;Eiras, Coimbra;175.000;Apartment;3;1;86;111;1;1;Not available;Not available
1684.0;Olivais Sul, Lisboa;245.000;Apartment;3;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1685.0;Mina de Água, Lisboa;75.500;Apartment;1;1;44;44;Not available;Not available;Not available;Not available
1686.0;Ericeira Periferia, Mafra;320.000;Apartment;3;1;74;82;0;1;Not available;Not available
1687.0;Repeses, Viseu;245.000;Apartment;2;2;107;163;1;1;Elevator;Energy Performance Certificate
1688.0;Repeses e São Salvador, Viseu;252.500;Apartment;2;2;126;179;1;2;Elevator;Energy Performance Certificate
1689.0;Repeses e São Salvador, Viseu;260.000;Apartment;2;2;136;202;1;3;Elevator;Energy Performance Certificate
1690.0;Repeses e São Salvador, Viseu;257.500;Apartment;2;2;123;182;1;3;Elevator;Energy Performance Certificate
1691.0;Repeses e São Salvador, Viseu;262.500;Apartment;2;2;121;180;1;4;Elevator;Energy Performance Certificate
1692.0;Arca d´ Água, Porto;Under Consultation;Apartment;0;1;Not available;Not available;Not available;Not available;Not available;Not available
1693.0;Arca d´ Água, Porto;Under Consultation;Apartment;1;1;Not available;Not available;Not available;Not available;Not available;Not available
1694.0;Repeses e São Salvador, Viseu;357.500;Apartment;3;2;165;220;1;1;Elevator;Energy Performance Certificate
1695.0;Arca d´ Água, Porto;Under Consultation;Apartment;1;1;Not available;Not available;Not available;Not available;Not available;Not available
1696.0;Arca d´ Água, Porto;Under Consultation;Apartment;1;1;Not available;Not available;Not available;Not available;Not available;Not available
1697.0;Repeses e São Salvador, Viseu;360.000;Apartment;3;2;170;226;1;1;Elevator;Energy Performance Certificate
1698.0;Arca d´ Água, Porto;Under Consultation;Apartment;1;1;Not available;Not available;Not available;Not available;Not available;Not available
1699.0;Repeses e São Salvador, Viseu;287.500;Apartment;3;2;141;207;1;2;Elevator;Energy Performance Certificate
1700.0;Brufe, Braga;255.000;Apartment;3;3;124;124;2;2;Elevator;Not available
1701.0;Laranjeiro, Almada;260.000;Apartment;5;2;140;160;Not available;Not available;Not available;Not available
1702.0;Alhos Vedros, Setúbal;219.000;Apartment;4;2;96;120;Not available;Not available;Not available;Not available
1703.0;Repeses e São Salvador, Viseu;285.000;Apartment;3;2;143;210;1;2;Elevator;Energy Performance Certificate
1704.0;Gala, Figueira da Foz;146.000;Apartment;2;1;93;93;1;1;Not available;Not available
1705.0;Paredes, Porto;190.000;Apartments;2-3;3-4;157-207;157-207;2;1-2;Elevator;Not available
1706.0;Mataduços, Aveiro;187.500;Duplex;3;2;162;132;2;1;Not available;Not available
1707.0;Monte Abraão, Sintra;265.000;Apartment;2;1;91;112;Not available;Not available;Not available;Not available
1708.0;São Marcos, Sintra;184.000;Apartment;1;1;65;65;Not available;Not available;Not available;Not available
1709.0;Chafé, Viana do Castelo;225.000;Apartment;2;2;77;77;1;5;Not available;Not available
1710.0;Chafé, Viana do Castelo;167.000;Apartment;1;1;43;43;1;5;Not available;Not available
1711.0;Paços de Ferreira, Porto;235.000;Apartment;2;2;110;163;2;1;Not available;Not available
1712.0;Chafé, Viana do Castelo;170.000;Apartment;1;1;47;47;1;5;Not available;Not available
1713.0;Chafé, Viana do Castelo;170.000;Apartment;1;1;44;44;1;5;Not available;Not available
1714.0;Marco, Porto;238.000;Apartment;3;3;117;117;1;3;Not available;Not available
1715.0;Marco, Porto;93.000;Apartments;0-3;1-3;31-117;31-117;1;4;Not available;Not available
1716.0;Santa Maria Maior, Vila Real;Under Consultation;Apartment;2;2;80;93;1;1;Elevator;Energy Performance Certificate
1717.0;Chafé, Viana do Castelo;170.000;Apartment;1;1;46;46;1;5;Not available;Not available
1718.0;Cova da Piedade, Almada;260.000;Duplex;4;2;115;122;Not available;Not available;Not available;Not available
1719.0;Chafé, Viana do Castelo;215.000;Apartment;2;2;77;77;2;4;Not available;Not available
1720.0;Chafé, Viana do Castelo;160.000;Apartment;1;1;43;43;1;4;Not available;Not available
1721.0;Rio Tinto - Estação, Gondomar;Under Consultation;Apartment;2;1;76;83;1;1;Not available;Not available
1722.0;Chafé, Viana do Castelo;165.000;Apartment;1;1;47;47;1;4;Not available;Not available
1723.0;Venteira, Lisboa;190.000;Apartment;2;1;65;77;Not available;Not available;Not available;Not available
1724.0;Marco, Porto;220.000;Apartment;3;3;112;112;1;1;Not available;Not available
1725.0;Agualva - Cacém, Sintra;149.900;Apartment;1;1;60;61;1;Not available;Not available;Not available
1726.0;Chafé, Viana do Castelo;165.000;Apartment;1;1;44;44;1;4;Not available;Not available
1727.0;Lamego (Almacave e Sé), Viseu;180.000;Apartment;3;3;118;139;1;3;Elevator;Energy Performance Certificate
1728.0;Chafé, Viana do Castelo;170.000;Apartment;1;1;60;60;1;4;Not available;Not available
1729.0;Marco, Porto;198.000;Apartment;2;3;86;86;1;5;Not available;Not available
1730.0;Chafé, Viana do Castelo;215.000;Apartment;2;2;81;81;1;4;Not available;Not available
1731.0;Marco, Porto;188.000;Apartment;2;3;76;76;1;3;Not available;Not available
1732.0;Chafé, Viana do Castelo;200.000;Apartment;2;2;77;77;1;3;Not available;Not available
1733.0;Chafé, Viana do Castelo;155.000;Apartment;1;1;43;43;1;3;Not available;Not available
1734.0;Bragaparque, Braga;260.000;Apartment;3;2;130;130;1;7;Elevator;Energy Performance Certificate
1735.0;Chafé, Viana do Castelo;160.000;Apartment;1;1;47;47;1;3;Not available;Not available
1736.0;Nogueira, Fraião e Lamaçães, Braga;265.000;Apartment;3;2;115;141;1;1;Elevator;Energy Performance Certificate
1737.0;Chafé, Viana do Castelo;160.000;Apartment;1;1;44;44;1;3;Not available;Not available
1738.0;Chafé, Viana do Castelo;160.000;Apartment;1;1;46;46;1;3;Not available;Not available
1739.0;Chafé, Viana do Castelo;165.000;Apartment;1;1;60;60;1;3;Not available;Not available
1740.0;Porto, Porto;525.000;Duplex;3;3;140;158;1;3;Elevator;Energy Performance Certificate
1741.0;Chafé, Viana do Castelo;200.000;Apartment;2;2;81;81;1;3;Not available;Not available
1742.0;Planalto, Leiria;184.000;Apartment;2;Not available;Not available;Not available;Not available;Not available;Not available;Not available
1743.0;Chafé, Viana do Castelo;195.000;Apartment;2;2;77;77;1;2;Not available;Not available
1744.0;Chafé, Viana do Castelo;150.000;Apartment;1;1;43;43;1;2;Not available;Not available
1745.0;Chafé, Viana do Castelo;155.000;Apartment;1;1;47;47;1;2;Not available;Not available
1746.0;Chafé, Viana do Castelo;155.000;Apartment;1;1;44;44;1;2;Not available;Not available
1747.0;Chafé, Viana do Castelo;165.000;Apartment;1;1;60;60;1;2;Not available;Not available
1748.0;Chafé, Viana do Castelo;195.000;Apartment;2;2;81;81;1;2;Not available;Not available
1749.0;Marco, Porto;140.000;Apartment;1;1;54;54;Not available;Not available;Not available;Not available
1750.0;Damaia, Amadora;Under Consultation;Apartment;2;1;61;72;Not available;Not available;Not available;Not available
1751.0;Marco, Porto;130.000;Apartment;1;1;54;54;Not available;Not available;Not available;Not available
1752.0;Vale da Cabrita, Leiria;Under Consultation;Apartment;2;1;100;139;1;2;Elevator;Energy Performance Certificate
1753.0;Alto do Seixalinho / Largo da Santa, Barreiro;235.000;Apartment;3;2;139;146;Not available;Not available;Not available;Not available
1754.0;São Domingos de Benfica, Lisboa;350.000;Apartment;3;2;100;100;Not available;Not available;Not available;Not available
1755.0;Olivais, Coimbra;260.000;Apartment;3;2;93;119;1;2;Elevator;Energy Performance Certificate
1756.0;Alta de Lisboa, Lisboa;420.000;Apartment;1;1;Not available;Not available;Not available;Not available;Not available;Not available
1757.0;Marco, Porto;93.000;Apartment;0;1;31;31;Not available;Not available;Not available;Not available
1758.0;Marco, Porto;99.000;Apartment;0;1;33;33;Not available;Not available;Not available;Not available
1759.0;Marco, Porto;106.000;Apartment;0;1;43;43;Not available;Not available;Not available;Not available
1760.0;Marco, Porto;95.000;Apartment;0;1;36;36;Not available;Not available;Not available;Not available
1761.0;Boavista, Porto;280.000;Apartment;1;1;Not available;Not available;Not available;Not available;Not available;Not available
1762.0;Alhos Vedros, Setúbal;119.000;Apartment;3;2;84;92;Not available;Not available;Not available;Not available
1763.0;Rio Tinto - Cidade Jovem, Gondomar;240.000;Apartment;3;2;108;122;1;0;Elevator;Energy Performance Certificate
1764.0;Póvoa de Santa Iria e Forte da Casa, Lisboa;318.000;Apartment;3;2;125;125;1;3;Elevator;Energy Performance Certificate
1765.0;Ílhavo (São Salvador), Aveiro;165.000;Apartment;3;2;75;90;Not available;Not available;Not available;Not available
1766.0;Misericórdia, Lisboa;450.000;Apartment;4;2;102;120;Not available;Not available;Not available;Not available
1767.0;Espinho, Aveiro;205.000;Apartment;1;1;43;43;Not available;Not available;Not available;Not available
1768.0;Leiria, Pousos, Barreira e Cortes, Leiria;197.500;Apartment;3;2;82;91;1;1;Not available;Not available
1769.0;Abraveses, Viseu;165.000;Apartment;2;2;90;112;2;2;Not available;Not available
1770.0;Bairro Augusto de Castro, Oeiras;215.000;Apartment;0;1;38;40;Not available;Not available;Not available;Not available
1771.0;ERA Palmela Azeitao, Moita;150.000;Apartment;2;1;81;95;Not available;Not available;Not available;Not available
1772.0;Quinta do Jacinto, Lisboa;200.000;Apartment;2;1;45;50;0;0;Not available;Not available
1773.0;À Av. Uruguai, Lisboa;Under Consultation;Apartment;2;1;75;86;Not available;Not available;Not available;Not available
1774.0;Praia da Luz, Lagos;220.000;Apartment;1;1;47;Not available;Not available;Not available;Not available;Not available
